UniProtName_A	UniProtName_B
ECT2_HUMAN	RBM14_HUMAN
KIF14_HUMAN	RBM14_HUMAN
KI20A_HUMAN	RBM14_HUMAN
PRC1_HUMAN	RBM14_HUMAN
CCD13_HUMAN	CK5P2_HUMAN
CHM4B_HUMAN	CK5P2_HUMAN
MYOME_HUMAN	CK5P2_HUMAN
NFL_HUMAN	CK5P2_HUMAN
SUZ12_HUMAN	CK5P2_HUMAN
CTRO_HUMAN	CK5P2_HUMAN
KIF14_HUMAN	CK5P2_HUMAN
KI20A_HUMAN	CK5P2_HUMAN
PRC1_HUMAN	CK5P2_HUMAN
HAX1_HUMAN	CK5P2_HUMAN
CCD96_HUMAN	CK5P2_HUMAN
GOGA2_HUMAN	PP16B_HUMAN
NFL_HUMAN	PP16B_HUMAN
MECP2_HUMAN	EYA3_HUMAN
NFL_HUMAN	EYA3_HUMAN
EYA3_HUMAN	EYA3_HUMAN
GOGA2_HUMAN	NECD_HUMAN
NFL_HUMAN	NECD_HUMAN
NECD_HUMAN	NECD_HUMAN
NFL_HUMAN	SPAG8_HUMAN
LASP1_HUMAN	SPAG8_HUMAN
UBP2_HUMAN	SPAG8_HUMAN
TTC23_HUMAN	SPAG8_HUMAN
CCNC_HUMAN	SPAG8_HUMAN
SMYD1_HUMAN	SPAG8_HUMAN
RAN_HUMAN	SPAG8_HUMAN
NFL_HUMAN	SYT3_HUMAN
SYT3_HUMAN	SYT3_HUMAN
RHPN1_HUMAN	GORS1_HUMAN
GORS1_HUMAN	GORS1_HUMAN
HAX1_HUMAN	PELO_HUMAN
NFL_HUMAN	PELO_HUMAN
1433G_HUMAN	PELO_HUMAN
BAG3_HUMAN	PELO_HUMAN
DYLT1_HUMAN	PELO_HUMAN
ECT2_HUMAN	PELO_HUMAN
CTRO_HUMAN	PELO_HUMAN
TRI63_HUMAN	PELO_HUMAN
KDM1A_HUMAN	KIFC3_HUMAN
KIFC3_HUMAN	KIFC3_HUMAN
GFAP_HUMAN	KIFC3_HUMAN
GOGA2_HUMAN	KIFC3_HUMAN
GAN_HUMAN	KIFC3_HUMAN
VIME_HUMAN	KIFC3_HUMAN
NEBL_HUMAN	KIFC3_HUMAN
F208B_HUMAN	KIFC3_HUMAN
K1C18_HUMAN	KIFC3_HUMAN
ENKD1_HUMAN	KIFC3_HUMAN
MTUS2_HUMAN	KIFC3_HUMAN
ANLN_HUMAN	KIFC3_HUMAN
CHM4B_HUMAN	KIFC3_HUMAN
ECT2_HUMAN	KIFC3_HUMAN
KIF14_HUMAN	KIFC3_HUMAN
KI20A_HUMAN	KIFC3_HUMAN
PP1G_HUMAN	SHAN3_HUMAN
KIF14_HUMAN	RM04_HUMAN
PRC1_HUMAN	RM04_HUMAN
CHCH1_HUMAN	RM04_HUMAN
COX15_HUMAN	RM04_HUMAN
MCUB_HUMAN	RM04_HUMAN
SURF1_HUMAN	RM04_HUMAN
TRI55_HUMAN	TRI55_HUMAN
ZC21C_HUMAN	TRI55_HUMAN
MBIP1_HUMAN	TRI55_HUMAN
K0408_HUMAN	TRI55_HUMAN
FAKD1_HUMAN	TRI55_HUMAN
ZN302_HUMAN	TRI55_HUMAN
ES8L2_HUMAN	TRI55_HUMAN
PELO_HUMAN	TRI55_HUMAN
SNW1_HUMAN	TRI55_HUMAN
RHPN1_HUMAN	TRI55_HUMAN
K1324_HUMAN	TRI55_HUMAN
FANK1_HUMAN	TRI55_HUMAN
RBM14_HUMAN	TRI55_HUMAN
GCP4_HUMAN	TRI55_HUMAN
NGEF_HUMAN	TRI55_HUMAN
NUFP2_HUMAN	TRI55_HUMAN
RAI2_HUMAN	TRI55_HUMAN
TRI55_HUMAN	ZN436_HUMAN
TRI63_HUMAN	ZN436_HUMAN
CCD13_HUMAN	ENKD1_HUMAN
USBP1_HUMAN	ENKD1_HUMAN
GOGA2_HUMAN	ENKD1_HUMAN
GFAP_HUMAN	ENKD1_HUMAN
PAK5_HUMAN	ENKD1_HUMAN
K1C15_HUMAN	ENKD1_HUMAN
NFL_HUMAN	ENKD1_HUMAN
ASB3_HUMAN	ENKD1_HUMAN
ZC21C_HUMAN	ENKD1_HUMAN
S100P_HUMAN	ENKD1_HUMAN
OBSL1_HUMAN	CCDC8_HUMAN
CCDC8_HUMAN	CCDC8_HUMAN
PRKN_HUMAN	GAN_HUMAN
NFM_HUMAN	GAN_HUMAN
VIME_HUMAN	GAN_HUMAN
SYNCI_HUMAN	GAN_HUMAN
GAN_HUMAN	GAN_HUMAN
PAK5_HUMAN	GAN_HUMAN
CHM4B_HUMAN	CHM4B_HUMAN
HD_HUMAN	CHM4B_HUMAN
COX15_HUMAN	CHM4B_HUMAN
SNW1_HUMAN	ES8L2_HUMAN
NFL_HUMAN	ES8L2_HUMAN
PRC1_HUMAN	ES8L2_HUMAN
VIME_HUMAN	SYNCI_HUMAN
GFAP_HUMAN	SYNCI_HUMAN
NFL_HUMAN	SYNCI_HUMAN
CTRO_HUMAN	ECT2_HUMAN
ANLN_HUMAN	ECT2_HUMAN
ECT2_HUMAN	ECT2_HUMAN
ZKSC8_HUMAN	ECT2_HUMAN
VIME_HUMAN	NEK6_HUMAN
NEK6_HUMAN	NEK6_HUMAN
HD_HUMAN	ARFG3_HUMAN
NFL_HUMAN	ARFG3_HUMAN
DYLT1_HUMAN	ARFG3_HUMAN
BICD1_HUMAN	ARFG3_HUMAN
BICD2_HUMAN	ARFG3_HUMAN
CCD96_HUMAN	ARFG3_HUMAN
SUZ12_HUMAN	BRD7_HUMAN
BRD7_HUMAN	BRD7_HUMAN
SNW1_HUMAN	ANLN_HUMAN
PP1G_HUMAN	ANLN_HUMAN
ANLN_HUMAN	ANLN_HUMAN
CHM4B_HUMAN	ANLN_HUMAN
GFAP_HUMAN	ZN302_HUMAN
NFL_HUMAN	ZN302_HUMAN
HGS_HUMAN	ZN302_HUMAN
TRI63_HUMAN	ZN302_HUMAN
VE7_HPV08	MBIP1_HUMAN
MBIP1_HUMAN	MBIP1_HUMAN
FXR1_HUMAN	MBIP1_HUMAN
SHAN3_HUMAN	MBIP1_HUMAN
TSC1_HUMAN	MBIP1_HUMAN
TXLNB_HUMAN	MBIP1_HUMAN
NFL_HUMAN	MBIP1_HUMAN
CCNC_HUMAN	MBIP1_HUMAN
TRI63_HUMAN	MBIP1_HUMAN
S100P_HUMAN	MBIP1_HUMAN
PIAS4_HUMAN	MBIP1_HUMAN
OCAD1_HUMAN	OCAD1_HUMAN
BICD2_HUMAN	OCAD1_HUMAN
COX15_HUMAN	OCAD1_HUMAN
HAX1_HUMAN	OCAD1_HUMAN
MARH5_HUMAN	OCAD1_HUMAN
S2551_HUMAN	OCAD1_HUMAN
SURF1_HUMAN	OCAD1_HUMAN
MARH5_HUMAN	MARH5_HUMAN
PRKN_HUMAN	MARH5_HUMAN
S2546_HUMAN	MARH5_HUMAN
GFOD1_HUMAN	GFOD1_HUMAN
NFL_HUMAN	GFOD1_HUMAN
1433G_HUMAN	RHG23_HUMAN
NFL_HUMAN	PAK5_HUMAN
ARHGJ_HUMAN	PAK5_HUMAN
PAK5_HUMAN	PAK5_HUMAN
K1C15_HUMAN	RCOR3_HUMAN
KDM1A_HUMAN	RCOR3_HUMAN
NFL_HUMAN	RCOR3_HUMAN
GOGA2_HUMAN	RCOR3_HUMAN
SUZ12_HUMAN	RCOR3_HUMAN
K1C18_HUMAN	RCOR3_HUMAN
KIF14_HUMAN	RCOR3_HUMAN
GFAP_HUMAN	GCP4_HUMAN
PAK5_HUMAN	GCP4_HUMAN
NFL_HUMAN	GCP4_HUMAN
K1C18_HUMAN	GCP4_HUMAN
K1C15_HUMAN	GCP4_HUMAN
GOGA2_HUMAN	GCP4_HUMAN
VIME_HUMAN	GCP4_HUMAN
KIF14_HUMAN	GCP4_HUMAN
NFL_HUMAN	ZN180_HUMAN
KIFC3_HUMAN	ZN180_HUMAN
1433G_HUMAN	CC14A_HUMAN
POLG_HCVCO	POLG_HCVCO
CP100_HUMAN	POLG_HCVCO
DESM_HUMAN	POLG_HCVCO
NFL_HUMAN	POLG_HCVCO
NFM_HUMAN	POLG_HCVCO
USBP1_HUMAN	POLG_HCVCO
MYOME_HUMAN	POLG_HCVCO
GFAP_HUMAN	POLG_HCVCO
GOGA2_HUMAN	POLG_HCVCO
NFL_HUMAN	CLC11_HUMAN
ANLN_HUMAN	MYO5A_HUMAN
SIR7_HUMAN	MYO5A_HUMAN
HGS_HUMAN	MYO5A_HUMAN
CCDC8_HUMAN	MYO5A_HUMAN
TNFA_HUMAN	MYO5A_HUMAN
KIF14_HUMAN	MYO5A_HUMAN
NFL_HUMAN	MYO5A_HUMAN
ZN829_HUMAN	CRBG1_HUMAN
SUZ12_HUMAN	SAM50_HUMAN
S2546_HUMAN	SAM50_HUMAN
ANLN_HUMAN	SAM50_HUMAN
CHM4B_HUMAN	SAM50_HUMAN
ECT2_HUMAN	SAM50_HUMAN
KIF14_HUMAN	SAM50_HUMAN
KI20A_HUMAN	SAM50_HUMAN
COX15_HUMAN	SAM50_HUMAN
MTCH2_HUMAN	SAM50_HUMAN
OCAD1_HUMAN	SAM50_HUMAN
S2551_HUMAN	SAM50_HUMAN
ANM6_HUMAN	ASB3_HUMAN
GFAP_HUMAN	ASB3_HUMAN
MECP2_HUMAN	ASB3_HUMAN
NFL_HUMAN	ASB3_HUMAN
GCP4_HUMAN	NDK7_HUMAN
NFL_HUMAN	NDK7_HUMAN
K1C18_HUMAN	NDK7_HUMAN
GOGA2_HUMAN	NDK7_HUMAN
CK5P2_HUMAN	NDK7_HUMAN
CCD33_HUMAN	NDK7_HUMAN
NFL_HUMAN	RAI2_HUMAN
KITH_EBVB9	MTCH2_HUMAN
OCAD1_HUMAN	MTCH2_HUMAN
S2546_HUMAN	MTCH2_HUMAN
VATB2_HUMAN	MTCH2_HUMAN
CTRO_HUMAN	MTCH2_HUMAN
ANLN_HUMAN	MTCH2_HUMAN
ECT2_HUMAN	MTCH2_HUMAN
KIF14_HUMAN	MTCH2_HUMAN
PRC1_HUMAN	MTCH2_HUMAN
FOXE1_HUMAN	FOXE1_HUMAN
PAX3_HUMAN	IPO13_HUMAN
S10A2_HUMAN	KI20A_HUMAN
PSMD4_HUMAN	ABL1_HUMAN
PAX3_HUMAN	CO1A1_HUMAN
CO1A2_HUMAN	CO1A1_HUMAN
CO1A1_HUMAN	CO1A1_HUMAN
PAX3_HUMAN	CO3A1_HUMAN
SKAP1_HUMAN	FYN_HUMAN
SRC_HUMAN	FYN_HUMAN
PAX3_HUMAN	FYN_HUMAN
ABL1_HUMAN	FYN_HUMAN
CTNB1_HUMAN	FYN_HUMAN
KI20A_HUMAN	FYN_HUMAN
GRB2_HUMAN	FYN_HUMAN
PAX3_HUMAN	CO1A2_HUMAN
PAX3_HUMAN	IGLC1_HUMAN
SRC_HUMAN	SRC_HUMAN
ABL1_HUMAN	SRC_HUMAN
FZR1_HUMAN	SRC_HUMAN
FYN_HUMAN	NCK1_HUMAN
PAX3_HUMAN	NCK1_HUMAN
TAF1_HUMAN	TBP_HUMAN
PO3F2_HUMAN	TBP_HUMAN
TBP_HUMAN	TBP_HUMAN
HDAC1_HUMAN	TBP_HUMAN
PO3F2_HUMAN	PO3F2_HUMAN
S10A2_HUMAN	PO3F2_HUMAN
PAX3_HUMAN	TAF1_HUMAN
TAF1_HUMAN	TAF1_HUMAN
MEOX2_HUMAN	PAX3_HUMAN
PO3F2_HUMAN	PAX3_HUMAN
ABL1_HUMAN	PAX3_HUMAN
SRC_HUMAN	PAX3_HUMAN
FOXE1_HUMAN	PAX3_HUMAN
SPIN1_HUMAN	PAX3_HUMAN
SKAP1_HUMAN	PAX3_HUMAN
NELL2_HUMAN	PAX3_HUMAN
TBP_HUMAN	PAX3_HUMAN
PSMD4_HUMAN	PAX3_HUMAN
RD23B_MOUSE	PAX3_HUMAN
RD23B_HUMAN	PAX3_HUMAN
TIF1B_HUMAN	PAX3_HUMAN
HDAC1_HUMAN	PAX3_HUMAN
PPCT_HUMAN	PAX3_HUMAN
EGLN3_HUMAN	PAX3_HUMAN
KI20A_HUMAN	PAX3_HUMAN
PAX3_HUMAN	PAX3_HUMAN
SOX8_HUMAN	PAX3_HUMAN
MITF_HUMAN	PAX3_HUMAN
CTNB1_HUMAN	PAX3_HUMAN
S10A2_HUMAN	PAX3_HUMAN
FBLN5_HUMAN	PAX3_HUMAN
TPOR_HUMAN	PAX3_HUMAN
TBP_HUMAN	MSX1_HUMAN
PAX3_HUMAN	MSX1_HUMAN
MSX1_HUMAN	MSX1_HUMAN
TAF1_HUMAN	MSX1_HUMAN
S10A2_HUMAN	S10A2_HUMAN
ABL1_HUMAN	CTNB1_HUMAN
HDAC1_HUMAN	CTNB1_HUMAN
SRC_HUMAN	CTNB1_HUMAN
EGLN3_HUMAN	CTNB1_HUMAN
KI20A_HUMAN	CTNB1_HUMAN
MITF_HUMAN	CTNB1_HUMAN
PAX3_HUMAN	MEOX1_HUMAN
SOX10_HUMAN	MEOX1_HUMAN
MEOX1_HUMAN	MEOX2_HUMAN
FYN_HUMAN	MEOX2_HUMAN
PSMD4_HUMAN	RD23A_HUMAN
RD23A_HUMAN	RD23A_HUMAN
PAX3_HUMAN	RD23A_HUMAN
RD23A_HUMAN	RD23B_HUMAN
SAE2_HUMAN	RD23B_HUMAN
EGLN3_HUMAN	RD23B_HUMAN
PSMD4_HUMAN	RD23B_MOUSE
RD23B_HUMAN	PSMD4_HUMAN
PSMD4_HUMAN	PSMD4_HUMAN
EGLN3_HUMAN	PSMD4_HUMAN
CTNB1_HUMAN	PSMD4_HUMAN
TIF1B_HUMAN	PSMD4_HUMAN
PAX3_HUMAN	SOX10_HUMAN
PO3F2_HUMAN	SOX10_HUMAN
SOX10_HUMAN	SOX10_HUMAN
GRB2_HUMAN	GRB2_HUMAN
ABL1_HUMAN	GRB2_HUMAN
PAX3_HUMAN	GRB2_HUMAN
SRC_HUMAN	GRB2_HUMAN
NCK1_HUMAN	GRB2_HUMAN
EGLN3_HUMAN	GRB2_HUMAN
PAX3_HUMAN	HBB_HUMAN
HBB_HUMAN	HBB_HUMAN
PAX3_HUMAN	FOXO1_HUMAN
FOXO1_HUMAN	FOXO1_HUMAN
CTNB1_HUMAN	FOXO1_HUMAN
SRC_HUMAN	FOXO1_HUMAN
SRC_HUMAN	TIF1B_HUMAN
FYN_HUMAN	TIF1B_HUMAN
TIF1B_HUMAN	TIF1B_HUMAN
HDA10_HUMAN	TIF1B_HUMAN
HDAC1_HUMAN	TIF1B_HUMAN
CTNB1_HUMAN	TIF1B_HUMAN
DAXX_HUMAN	TIF1B_HUMAN
DAXX_HUMAN	HDAC1_HUMAN
KI20A_HUMAN	HDAC1_HUMAN
KRA62_HUMAN	KRA62_HUMAN
PAX3_HUMAN	KRA62_HUMAN
GRB2_HUMAN	SKAP1_HUMAN
SRC_HUMAN	SKAP1_HUMAN
PAX3_HUMAN	KRA81_HUMAN
PAX3_HUMAN	FITM2_HUMAN
PAX3_HUMAN	HDA10_HUMAN
EGLN3_HUMAN	CIB1_HUMAN
PAX3_HUMAN	CIB1_HUMAN
PAX3_HUMAN	NTPCR_HUMAN
EGLN3_HUMAN	NTPCR_HUMAN
TIF1B_HUMAN	NTPCR_HUMAN
TAF1_HUMAN	NTPCR_HUMAN
CTNB1_HUMAN	WWTR1_HUMAN
PAX3_HUMAN	WWTR1_HUMAN
EGLN3_HUMAN	EGLN3_HUMAN
SAE2_HUMAN	SAE2_HUMAN
TIF1B_HUMAN	SAE2_HUMAN
MEOX2_HUMAN	SAE2_HUMAN
PAX3_HUMAN	SAE2_HUMAN
FBLN5_HUMAN	FBLN5_HUMAN
MEOX2_HUMAN	FBLN5_HUMAN
DAXX_HUMAN	DAXX_HUMAN
PAX3_HUMAN	DAXX_HUMAN
CTNB1_HUMAN	DAXX_HUMAN
DAXX_HUMAN	FZR1_HUMAN
PAX3_HUMAN	FZR1_HUMAN
FZR1_HUMAN	FZR1_HUMAN
MGDP1_HUMAN	E9PL57_HUMAN
SH21A_HUMAN	E9PL57_HUMAN
SLAF5_HUMAN	SH21B_HUMAN
ERBB2_HUMAN	SH21B_HUMAN
SH21A_HUMAN	SH21B_HUMAN
SLAF6_HUMAN	SH21B_HUMAN
CD244_HUMAN	SH21B_HUMAN
ANDR_HUMAN	SH21B_HUMAN
KIT_HUMAN	SH21B_HUMAN
FOS_HUMAN	SH21B_HUMAN
SRC_HUMAN	SH21B_HUMAN
ACK1_HUMAN	SH21B_HUMAN
EGFR_HUMAN	SH21B_HUMAN
ERBB3_HUMAN	SH21B_HUMAN
ERBB4_HUMAN	SH21B_HUMAN
SH21A_HUMAN	FYB1_HUMAN
GRB2_HUMAN	FYB1_HUMAN
SRC_HUMAN	FYB1_HUMAN
MK14_HUMAN	ZNHI1_HUMAN
SH21A_HUMAN	ZNHI1_HUMAN
ZNHI1_HUMAN	ZNHI1_HUMAN
ARHG7_HUMAN	SH21A_HUMAN
FYN_HUMAN	SH21A_HUMAN
CDC42_HUMAN	SH21A_HUMAN
MK11_HUMAN	SH21A_HUMAN
MK14_HUMAN	SH21A_HUMAN
LYN_HUMAN	SH21A_HUMAN
LHX3_HUMAN	SH21A_HUMAN
ERBB2_HUMAN	SH21A_HUMAN
ERBB4_HUMAN	SH21A_HUMAN
ERBB2_HUMAN	EGFR_HUMAN
ERBB4_HUMAN	EGFR_HUMAN
NCK1_HUMAN	EGFR_HUMAN
SH21A_HUMAN	EGFR_HUMAN
EGFR_HUMAN	EGFR_HUMAN
SRC_HUMAN	EGFR_HUMAN
MK14_HUMAN	EGFR_HUMAN
DOK1_HUMAN	EGFR_HUMAN
ARHG7_HUMAN	EGFR_HUMAN
EGFR_HUMAN	FOS_HUMAN
FOS_HUMAN	FOS_HUMAN
SH21A_HUMAN	FOS_HUMAN
ATF3_HUMAN	FOS_HUMAN
ERBB4_HUMAN	ERBB2_HUMAN
SRC_HUMAN	ERBB2_HUMAN
ERBB2_HUMAN	ERBB2_HUMAN
FAK1_HUMAN	ERBB2_HUMAN
FYN_HUMAN	ERBB2_HUMAN
SH21A_HUMAN	LCK_HUMAN
CD3Z_HUMAN	LCK_HUMAN
ANDR_HUMAN	LCK_HUMAN
FYN_HUMAN	LCK_HUMAN
EGFR_HUMAN	LCK_HUMAN
ERBB2_HUMAN	LCK_HUMAN
ERBB3_HUMAN	LCK_HUMAN
ERBB4_HUMAN	LCK_HUMAN
FYB1_HUMAN	FYN_HUMAN
FAK1_HUMAN	FYN_HUMAN
ERBB4_HUMAN	FYN_HUMAN
CD3Z_HUMAN	FYN_HUMAN
EGFR_HUMAN	LYN_HUMAN
LCK_HUMAN	LYN_HUMAN
SRC_HUMAN	LYN_HUMAN
ACK1_HUMAN	LYN_HUMAN
ERBB2_HUMAN	LYN_HUMAN
ERBB3_HUMAN	LYN_HUMAN
ERBB4_HUMAN	LYN_HUMAN
MET_HUMAN	MET_HUMAN
EGFR_HUMAN	MET_HUMAN
LCK_HUMAN	MET_HUMAN
SH21B_HUMAN	MET_HUMAN
SH21A_HUMAN	MET_HUMAN
NCK1_HUMAN	MET_HUMAN
LYN_HUMAN	MET_HUMAN
ERBB3_HUMAN	MET_HUMAN
ERBB2_HUMAN	MET_HUMAN
LYN_HUMAN	ANDR_HUMAN
SH21A_HUMAN	ANDR_HUMAN
EGFR_HUMAN	ANDR_HUMAN
TERA_HUMAN	ANDR_HUMAN
LCK_HUMAN	KIT_HUMAN
SRC_HUMAN	KIT_HUMAN
SH21A_HUMAN	KIT_HUMAN
NCK1_HUMAN	KIT_HUMAN
DOK1_HUMAN	KIT_HUMAN
MET_HUMAN	SRC_HUMAN
ANDR_HUMAN	SRC_HUMAN
SH21A_HUMAN	SRC_HUMAN
DOK1_HUMAN	SRC_HUMAN
ERBB4_HUMAN	SRC_HUMAN
ERBB3_HUMAN	NCK1_HUMAN
ACK1_HUMAN	NCK1_HUMAN
FYB1_HUMAN	NCK1_HUMAN
SH21A_HUMAN	NCK1_HUMAN
ERBB4_HUMAN	NCK1_HUMAN
DOK1_HUMAN	NCK1_HUMAN
ERBB2_HUMAN	NCK1_HUMAN
ATF3_HUMAN	ATF3_HUMAN
SH21A_HUMAN	ATF3_HUMAN
CD3Z_HUMAN	CD3Z_HUMAN
NCK1_HUMAN	CD3Z_HUMAN
SH21A_HUMAN	CD3Z_HUMAN
GRB2_HUMAN	CD3Z_HUMAN
EGFR_HUMAN	ERBB3_HUMAN
ERBB2_HUMAN	ERBB3_HUMAN
ERBB4_HUMAN	ERBB3_HUMAN
SH21A_HUMAN	ERBB3_HUMAN
SRC_HUMAN	ERBB3_HUMAN
GRB2_HUMAN	ERBB3_HUMAN
ERBB3_HUMAN	ERBB3_HUMAN
FAK1_HUMAN	ERBB3_HUMAN
CD3Z_HUMAN	TERA_HUMAN
GRB2_HUMAN	TERA_HUMAN
SH21A_HUMAN	TERA_HUMAN
MGDP1_HUMAN	TERA_HUMAN
ACK1_HUMAN	CDC42_HUMAN
LCK_HUMAN	CDC42_HUMAN
CDC42_HUMAN	CDC42_HUMAN
EGFR_HUMAN	GRB2_HUMAN
KIT_HUMAN	GRB2_HUMAN
MET_HUMAN	GRB2_HUMAN
ERBB2_HUMAN	GRB2_HUMAN
ACK1_HUMAN	GRB2_HUMAN
ERBB4_HUMAN	GRB2_HUMAN
FAK1_HUMAN	GRB2_HUMAN
LCK_HUMAN	GRB2_HUMAN
CD244_HUMAN	GRB2_HUMAN
ANDR_HUMAN	GRB2_HUMAN
CDC42_HUMAN	GRB2_HUMAN
SH21A_HUMAN	GRB2_HUMAN
MK14_HUMAN	GRB2_HUMAN
LYN_HUMAN	FAK1_HUMAN
EGFR_HUMAN	FAK1_HUMAN
SRC_HUMAN	FAK1_HUMAN
SH21B_HUMAN	FAK1_HUMAN
SH21A_HUMAN	FAK1_HUMAN
NCK1_HUMAN	FAK1_HUMAN
FAK1_HUMAN	FAK1_HUMAN
LCK_HUMAN	FAK1_HUMAN
EGFR_HUMAN	ACK1_HUMAN
ANDR_HUMAN	ACK1_HUMAN
ACK1_HUMAN	ACK1_HUMAN
SH21A_HUMAN	ACK1_HUMAN
FYN_HUMAN	ACK1_HUMAN
SRC_HUMAN	ACK1_HUMAN
SH21A_HUMAN	SLAF1_HUMAN
SH21B_HUMAN	SLAF1_HUMAN
SLAF1_HUMAN	SLAF1_HUMAN
FYN_HUMAN	SLAF1_HUMAN
CD244_HUMAN	ARHG7_HUMAN
CDC42_HUMAN	ARHG7_HUMAN
NCK1_HUMAN	ARHG7_HUMAN
GRB2_HUMAN	ARHG7_HUMAN
ARHG7_HUMAN	ARHG7_HUMAN
ZNHI1_HUMAN	ARHG7_HUMAN
SH21A_HUMAN	ARHG6_HUMAN
CDC42_HUMAN	ARHG6_HUMAN
ARHG7_HUMAN	ARHG6_HUMAN
ARHG6_HUMAN	ARHG6_HUMAN
NCK1_HUMAN	ARHG6_HUMAN
ERBB4_HUMAN	ERBB4_HUMAN
ZNHI1_HUMAN	MK11_HUMAN
MGDP1_HUMAN	MK14_HUMAN
SH21A_HUMAN	LTMD1_HUMAN
SH21A_HUMAN	MGDP1_HUMAN
CDC42_HUMAN	NGEF_HUMAN
SH21A_HUMAN	NGEF_HUMAN
SH21B_HUMAN	OLIG1_HUMAN
SH21A_HUMAN	OLIG1_HUMAN
GRB2_HUMAN	OLIG1_HUMAN
NCK1_HUMAN	OLIG1_HUMAN
SH21A_HUMAN	LHX4_HUMAN
LHX3_HUMAN	LHX4_HUMAN
SH21A_HUMAN	CC74A_HUMAN
SH21A_HUMAN	SLAF6_HUMAN
SLAF6_HUMAN	SLAF6_HUMAN
LCK_HUMAN	SLAF6_HUMAN
SH21A_HUMAN	DOK1_HUMAN
ERBB2_HUMAN	DOK1_HUMAN
LYN_HUMAN	DOK1_HUMAN
DOK1_HUMAN	DOK1_HUMAN
GRB2_HUMAN	DOK1_HUMAN
FYN_HUMAN	DOK1_HUMAN
LCK_HUMAN	DOK1_HUMAN
SH21A_HUMAN	CD244_HUMAN
FYN_HUMAN	CD244_HUMAN
CD3Z_HUMAN	CD244_HUMAN
SH21A_HUMAN	LY9_HUMAN
LY9_HUMAN	LY9_HUMAN
SH21B_HUMAN	LY9_HUMAN
SLAF7_HUMAN	SLAF7_HUMAN
SH21A_HUMAN	SLAF7_HUMAN
SH21B_HUMAN	SLAF7_HUMAN
SH21A_HUMAN	SLAF5_HUMAN
SLAF5_HUMAN	SLAF5_HUMAN
GRB2_HUMAN	LRRF2_HUMAN
CD3Z_HUMAN	LRRF2_HUMAN
SH21A_HUMAN	LRRF2_HUMAN
NTRK1_HUMAN	UBA6_HUMAN
SPSY_HUMAN	F8W6N3_HUMAN
DX39A_HUMAN	DX39A_HUMAN
NAGK_HUMAN	DX39A_HUMAN
SPSY_HUMAN	DX39A_HUMAN
DHSO_HUMAN	DX39A_HUMAN
NTRK1_HUMAN	DX39A_HUMAN
AGR2_HUMAN	DX39A_HUMAN
UCHL3_HUMAN	DX39A_HUMAN
TIF1B_HUMAN	DX39A_HUMAN
GUAD_HUMAN	SMAP_HUMAN
NAGK_HUMAN	SMAP_HUMAN
SPSY_HUMAN	SMAP_HUMAN
NHRF1_HUMAN	NHRF1_HUMAN
XPO2_HUMAN	NHRF1_HUMAN
TKFC_HUMAN	NHRF1_HUMAN
GUAD_HUMAN	NHRF1_HUMAN
LDH6B_HUMAN	NHRF1_HUMAN
PDIA3_HUMAN	NHRF1_HUMAN
KS6A3_HUMAN	NHRF1_HUMAN
SPSY_HUMAN	NHRF1_HUMAN
1433B_HUMAN	NHRF1_HUMAN
NTRK1_HUMAN	NHRF1_HUMAN
AGR2_HUMAN	NHRF1_HUMAN
CHRD1_HUMAN	PLPHP_HUMAN
NAGK_HUMAN	PLPHP_HUMAN
AGR2_HUMAN	AGR2_HUMAN
LDHA_HUMAN	LDHA_HUMAN
1433T_HUMAN	LDHA_HUMAN
BCCIP_HUMAN	LDHA_HUMAN
XPO2_HUMAN	LDHA_HUMAN
KYNU_HUMAN	LDHA_HUMAN
LDH6B_HUMAN	LDHA_HUMAN
NAGK_HUMAN	LDHA_HUMAN
PDIA3_HUMAN	LDHA_HUMAN
SMAP_HUMAN	LDHA_HUMAN
SPSY_HUMAN	LDHA_HUMAN
NTRK1_HUMAN	LDHA_HUMAN
AGR2_HUMAN	LDHA_HUMAN
NTRK1_HUMAN	NTRK1_HUMAN
MK06_HUMAN	CH60_HUMAN
GUAD_HUMAN	CH60_HUMAN
NAGK_HUMAN	CH60_HUMAN
SMAP_HUMAN	CH60_HUMAN
SPSY_HUMAN	CH60_HUMAN
NTRK1_HUMAN	CH60_HUMAN
APRIO_HUMAN	CH60_HUMAN
AGR2_HUMAN	CH60_HUMAN
CH60_HUMAN	ETFA_HUMAN
SPSY_HUMAN	ETFA_HUMAN
DHSO_HUMAN	ETFA_HUMAN
DX39A_HUMAN	ETFA_HUMAN
KYNU_HUMAN	ETFA_HUMAN
LDHA_HUMAN	ETFA_HUMAN
NTRK1_HUMAN	ETFA_HUMAN
AGR2_HUMAN	ETFA_HUMAN
UCHL3_HUMAN	UCHL3_HUMAN
UBA6_HUMAN	UCHL3_HUMAN
SPSY_HUMAN	UCHL3_HUMAN
1433T_HUMAN	TFE3_HUMAN
SPSY_HUMAN	TFE3_HUMAN
TIF1B_HUMAN	TFE3_HUMAN
TFE3_HUMAN	TFE3_HUMAN
VATC1_HUMAN	VATC1_HUMAN
SPSY_HUMAN	VATC1_HUMAN
NHRF1_HUMAN	1433T_HUMAN
NTRK1_HUMAN	1433T_HUMAN
APRIO_HUMAN	1433T_HUMAN
AGR2_HUMAN	1433T_HUMAN
EZH2_HUMAN	1433T_HUMAN
BAP1_HUMAN	1433T_HUMAN
